MMC Company ID,Account / Practice,Assigned PL,Tier,Wave,Practice Type,Referral Evidence Band,2026 Spine Patients,2026 Total B2B Patients,Known Referring Providers (2026 referral match),Linked People (MMC),Payer Class (heuristic),Payer Detail,Payer Basis / Status,Payer Line for PL,Visit Message
8db196d1-c39b-42f6-8eb5-c38cd6f73bef,VAN BUREN URGENT CARE,Jasmine,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1396739975,"Vladimir Klemptner MD,",Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
26dc2847-2f28-4c34-9f35-f5478493d95d,WARRENFIELD MEDICAL CENTER (Medicaid),Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,5,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ec7d6518-5eb7-4fca-a6b1-325f004d1ea6,WATCH US GROW PEDIATRICS,Jasmine,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,5,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
39af8a2b-3c99-4502-805c-10e5627efc9d,Wayne state Internal Medicine,Jasmine,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
e35d1817-e4ef-431a-a979-74b7c8e2c0f0,WOODHAVEN PEDIATRICS,Jasmine,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,6,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1043279235,Advanced Orthopedic Specialists,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,8,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ff103539-b3cc-494b-9fec-e29f5fb4e469,Alliance Washington Township,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1447235015,AMG Oak Park Medical Center,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ff141e2c-04dd-45c4-beb5-914790640293,Amro Shata MD,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
96920148-57be-4764-88fe-0131ee3733e7,Arora Hand Surgery - Warren,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,2,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
d012f6c8-f44d-46a5-9f8e-b3b522de7d83,Arthritis Physicians,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,7,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
c796443f-9c0a-4e5d-9f5a-df76d3e311bc,Ascension Providence Partners in Womens Health,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,4,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
0cb7fa62-086e-4ade-98e1-7e6fd0b8c26c,Associates In Physical Medicine & Rehabilitation,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,13,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
aaded854-5fe8-4282-b99d-3af289b977e0,Back & Pain Center (UofM) at Burlington Bldg,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,3,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
9b89a7a8-da80-4dca-b2b1-c0ea3569c950,Balanced Living Chiropractic,Coty,Prospect,Wave 2,Chiropractor,Visit / Prospect,0,0,,1,COMM-WCPI,Chiro — commercial + WC/PI mix (QUALIFIED); screen auto/WC liens,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial + auto/WC liens welcome; screen Medicaid share.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: co-management for patients who plateau — imaging access, interventional options, surgical consults when warranted, and every patient returns to your care plan with notes. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1609867985,Beaumont Neurosurgery,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,1,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1619959566,Beaumont Royal Oak - Physical Medicine & Rehabilitation,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,2,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1023224664,Berkley Medical Center,Coty,Prospect,Wave 2,Urgent Care,Visit / Prospect,0,0,,1,MIXED-WALKIN,Walk-in panel — mixed payers; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: walk-in mix — intake screens each referral; commercial/Medicare flow same-week.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: an acute back/neck pathway: your discharge sheet can book a spine evaluation the same week — one number, we take it from there. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
6e459635-80de-49eb-9451-991fd22dfb56,Blanzy Corwell clinic Southgate,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,6,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
da7a2e70-7373-4808-9950-99c98f41d55e,Blue Water Pain Specialists - Macomb,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,0,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
80d59d4a-83b2-4eff-a6a5-58214e7bf1ba,Blue Water Pain Specialists - St Clair Shores,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,4,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
860f31e0-1a7c-49eb-a6ce-f5a3914936ba,Center for Orthopedic Surgery,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,3,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
18-488-0404,Center For Physical Medicine & Rehabilitation - Warren,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,8,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1023116068,Center for Preventative Medicine,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,10,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
42caeada-e3af-49fd-ab98-cc39cf1a5ffe,Chelsea Physical Medicine & Rehabilitation Specialists,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,4,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
fa76c755-e677-4007-b491-b3f43d925c89,Cheryl Lerchin MD Physical Medicine & Rehabilitation,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
a34e03bd-5e1f-470d-9d27-0ae0f937dea0,Clarkston Family Medicine,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ee3a65be-8491-4075-a06b-3a17b7545316,Clarkston Internal Medicine,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,4,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
d606572a-912c-4bad-b906-c9a8d0479eff,Clarkston Medical Group - Oxford,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,4,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
ce685188-7389-475f-adc2-61a7a28d1072,Clarkston Pain & Rehab,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,2,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
e306805a-712e-4203-9077-c434875349fc,Core Institute - Brighton,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,5,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
04479e76-ae4d-4d52-886f-d3d8ecc2072f,Corewell Center for Pain Management,Coty,Prospect,Wave 2,Pain,Visit / Prospect,0,0,,9,MIXED-SYSTEM,Hospital-system site — mixed commercial + Medicare + some Medicaid; qualified with intake screening,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: mixed panel — screen at intake; HMO plans need PCP referral (we assist).,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: two-way partnership — we send conservative-first candidates to you, you send surgical-escalation candidates to our spine surgeons; both get seen same-week. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
172f7e80-1532-4f45-8c82-d3d09547c86d,David S Hollett MD,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1619909793,Dennis G Kelly DO,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
c48a8a2e-4d60-4a18-8000-3f3dea9cf03a,"DEVYANI KHAMBETE, MD, PC",Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,4,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
24c37a8d-e3f3-4cd2-a704-ebb3e7739d4a,Dixie Highway Internal Medicine,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
d361f230-715e-4c7e-87a9-bf50246f42f4,Eastside Neurosurgery - Macomb,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,3,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
54898915-220c-4900-ba07-febdcdb005c0,"Edward A. Tashjian, MD - Clarkston",Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,1,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
10-607-8064,Enhance Center - Livonia,Coty,Prospect,Wave 2,Orthopedic,Visit / Prospect,0,0,,6,COMM-LIKELY,Private specialty practice — commercial/Medicare-likely (QUALIFIED); confirm,Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: for the spine cases outside your scope, we co-manage: your patient stays yours, our spine team handles just the spine problem, notes back to you every visit. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
f5b10e96-2444-4c72-b938-1004495c7ee3,Ernest Chiodo MD,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,2,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
1679671416,Family Medicine & Wellness,Coty,Prospect,Wave 2,PCP,Visit / Prospect,0,0,,1,COMM-LIKELY,PCP — commercial/Medicare-likely; confirm HMO share (BCN/HAP/McLaren/Priority HMO need PCP referral — we handle that),Heuristic — verify — intake (Kelly) verifies Tier 1 first; NOT confirmed,Payer: commercial/Medicare-likely — HMO referrals handled with your staff.,"OPEN: introduce Synergy spine — integrated ortho + spine, deep bench, conservative-first. MESSAGE: your patients with back or neck pain get seen the same week — imaging, conservative care, interventional and surgical under one roof, and we handle HMO referral paperwork with your staff. ASK: “Send us a handful — let us show you what we're about.” Leave one-pager + direct line; log who you met."
